building_id, mean_temp, std_temp, pct_above_18, pct_below_15
1869, 16.512674421666826, 6.669708193467275, 48.52985612346884, 41.22213699649025
1872, 14.768897305524348, 6.62857748051124, 37.28658347302415, 52.36232693859812
1873, 15.738610353687907, 6.830466996380313, 43.72245215078666, 46.540363668962634
18743, 14.381525803915462, 6.4148739985081145, 35.22704689984102, 53.52245627980922
18749, 15.743920683626389, 7.190354292289029, 44.18659534298301, 47.240796098174954
1877, 15.816748922805322, 6.869307711629283, 44.242607891295336, 45.67637395936334
1878, 14.559139734377624, 7.0573015369471355, 38.25011309217402, 52.87878078836944
1880, 13.104047555289283, 6.655913301235996, 28.70872804193875, 61.30782672675434
1881, 11.80541703670406, 7.055773975333974, 24.500787747774154, 66.77353167478842
1885, 15.716682612212576, 7.088961766920262, 44.05661266647814, 46.46305498323435
1897, 12.22001049134185, 6.765540969579431, 26.15377374032148, 66.12812124920572
1910, 15.62799288162888, 6.045436303230328, 38.27742242787153, 47.37003266194883
1922, 14.297663145571198, 6.515115569288723, 34.064531810171964, 52.634137449109794
1925, 13.350311980575798, 6.760174711875876, 30.532231317943726, 57.0832565607644
1931, 18.16072830220268, 6.29075613723034, 58.666415781968, 31.075701156710505
1934, 9.837318463936773, 6.360675483952921, 15.809367769010766, 79.33212607252187
1935, 11.34659284956475, 7.0155217443780415, 23.403405687555264, 69.83228272340911
1938, 9.794320188157199, 6.354700504015897, 15.758820550334814, 79.48553823645264
1939, 11.331486597496436, 6.999250822457125, 23.262702855928, 69.97732265608391
1943, 12.133885645363266, 7.571993927246434, 28.785216942814777, 65.23032041776804
1944, 12.100707113243045, 7.429873425009937, 27.814936002309693, 65.93927437205274
1946, 10.371760581697327, 6.2719003513217055, 18.024159135172987, 74.61868393986477
1948, 15.02223135233801, 6.852612962669188, 39.44778341420379, 50.10476400529333
195, 12.486873817255011, 6.682715253202866, 25.355818244934504, 66.10088977399376
1953, 13.966949172018003, 6.264239899097019, 31.260533146350767, 56.27068187130186
1956, 14.807370366736551, 6.488102936968, 36.56019656019656, 51.51105651105651
1965, 13.323072779630007, 6.7251807007865745, 28.862326212275345, 62.029501525941
1966, 13.258618284021853, 6.818352440809838, 28.927338987970458, 62.511690908504534
1968, 14.786982932967309, 6.826783413818159, 35.839607478216735, 53.66043481938922
1972, 14.625600304841013, 6.786282269614706, 36.58624647006486, 53.66790885997602
1973, 14.061918308503593, 6.554955730243331, 34.48212983223924, 55.10155417157605
1974, 14.63412276357741, 6.586725347249922, 35.99747637688017, 53.25848496580205
1975, 16.04614064195014, 6.795939402113609, 47.725024727992086, 42.69370260468183
1976, 15.26041086283196, 6.723513588062727, 40.96215613999739, 47.286454197432825
1977, 16.078024147442928, 6.606508618005654, 46.94910801709932, 42.559644639743986
1978, 15.638985096017107, 6.677220783994738, 43.122719713280134, 46.36894555674449
1979, 19.48942907090526, 5.78200066815811, 68.00415081286752, 23.204196933010493
1980, 14.258526830961022, 6.912807669304261, 35.55405808182254, 55.00408205580105
1981, 14.324715199806112, 6.909080760797216, 36.78675173773213, 53.388577653283534
1982, 14.774885177852747, 6.709955995240553, 37.10481646509654, 52.85911309144918
1983, 18.990901125292662, 6.267728104517128, 64.22039454765054, 27.736239719330534
1984, 12.419104860878818, 6.694546996832276, 25.71961620469083, 64.448960554371
1986, 15.252707392178086, 6.905667048441523, 41.43219594704485, 47.108284812802914
1988, 14.538098885316975, 6.798219449319002, 36.31187863359593, 51.465478688637376
1989, 15.106228129063682, 6.714563308470026, 39.5320713341288, 48.20052242897223
1990, 13.437107123483832, 6.486443528956787, 28.42543590424208, 59.65293561391576
1991, 14.600571624647412, 6.769650832401545, 36.9355420281248, 51.99906674867966
1992, 11.050571520245969, 6.664638567259944, 20.876345468572058, 72.83439256456413
1993, 8.63201299712183, 5.4638065699609815, 10.23011484106585, 86.00617908975258
1994, 14.76409119366553, 6.30092342328732, 37.52674189353581, 49.76886614371408
1996, 12.826285880498213, 6.300067987499903, 25.797123949620605, 64.64709192881678
2000, 15.939946262834768, 7.0305130807052, 45.22905220202318, 45.64081763093526
